,company_name,company_type,employess,startup_type,years,location,salary_benefit,company_culture,skill_development,work_life_balance,job_security
4152,EduKare,EdTech , 1-10 Employees , Startup , 7 years old , Bagnan,True,False,False,False,False
4153,Sane India,Marketing & Advertising , 11-50 Employees , Startup , 5 years old , Noida,True,False,False,False,False
4154,Kaminds Nutrichem,Pharma , 1-10 Employees , Startup , 2 years old , Jaipur,True,False,False,False,False
4155,Running On Coffee,Marketing & Advertising , 1-10 Employees , Startup,,,True,False,False,False,False
4156,Pragum,Marketing & Advertising , 1-10 Employees , Startup , 3 years old , Bengaluru/Bangalore,True,False,False,False,False
4157,Bigil Toks,Marketing & Advertising , 1-10 Employees , Startup , 4 years old , Erode,True,False,False,False,False
4158,Endimension Technology,Internet , Startup , 6 years old , Mumbai,,True,False,False,False,False
4159,Tronos Services,Marketing & Advertising , 1-10 Employees , Startup , 4 years old , New Delhi,True,False,False,False,False
4160,Agricxlab,51-200 Employees , Startup , Thane,,,True,False,False,False,False
4161,Biizlo,Internet , Startup , 6 years old , Mumbai,,True,False,False,False,False
4162,Combat Robotics India,Internet , Startup , 9 years old , Pune,,True,False,False,False,False
4163,Vanity Wagon,Internet , 51-200 Employees , Startup , 5 years old , Gurgaon,True,False,False,False,False
4164,Bench,Internet , Startup , 11 years old , Vancouver,,True,False,False,False,False
4165,Inclov,Internet , Startup , 9 years old , Mumbai,,True,False,False,False,False
4166,NextGen Invitro Diagnostics,Internet , Startup , 8 years old , Gurgaon,,True,False,False,False,False
4167,Cocoon Fertility Thane,51-200 Employees , Startup , Thane,,,True,False,False,False,False
4168,Flo,Internet , 11-50 Employees (Global) , Startup , 8 years old , Mumbai,True,False,False,False,False
4169,Wynyard Group,Internet , Startup , 11 years old , Newark,,True,False,False,False,False
4170,AutoSys Indore,Internet , Startup , 7 years old , Mumbai,,True,False,False,False,False
4171,Worktoday,Startup , Indore,,,,True,False,False,False,False
4172,FarmGuide,Internet , 51-200 Employees (Global) , Startup , 9 years old , Gurgaon,True,False,False,False,False
4173,Property Connect,Real Estate , Startup , 11 years old , San Francisco,,True,False,False,False,False
4174,Nutrisattva Foods,Internet , Startup , 7 years old , Anand,,True,False,False,False,False
4175,GreenPool,Internet , Startup , 8 years old , Chennai,,True,False,False,False,False
4176,SearchUs,Startup , Vapi,,,,True,False,False,False,False
4177,Proost,Startup , Pune,,,,True,False,False,False,False
4178,Wiwigo Technologies,Sports & Recreation , 11-50 Employees (Global) , Startup , 9 years old , Delhi,True,False,False,False,False
4179,Poker Dangal,Internet , Startup , 6 years old , Kolkata,,True,False,False,False,False
4180,Ev Motors,Internet , 51-200 Employees , Startup , 7 years old , Delhi,True,False,False,False,False
4181,Imply,Internet , Startup , 8 years old , San Francisco,,True,False,False,False,False
4182,Carter,Internet , Startup , 6 years old , Bangalore,,True,False,False,False,False
4183,Gigzoe,Internet , 1-10 Employees (Global) , Startup , 5 years old , Delhi,True,False,False,False,False
4184,Insane AI,Internet , Startup , 5 years old , Bangalore,,True,False,False,False,False
4185,Aqua Security Software,Internet , Startup , 8 years old , Burlington,,True,False,False,False,False
4186,Scorpion Security,Internet , Startup , 3 years old , Boston,,True,False,False,False,False
4187,Sayurbox,Internet , Startup , 7 years old , Jakarta,,True,False,False,False,False
4188,Zippserv,Internet , 1-10 Employees (Global) , Startup , 8 years old , Bangalore,True,False,False,False,False
4189,Technogram Solutions,Internet , Startup , 5 years old , Gurgaon,,True,False,False,False,False
4190,Inspektlabs,Internet , Startup , 5 years old , Delhi,,True,False,False,False,False
4191,Biomoneta,Internet , 1-10 Employees , Startup , 9 years old , Bangalore,True,False,False,False,False
4192,Oneistox,Internet , Startup , 3 years old , Delhi,,True,False,False,False,False
4193,BalleBaazi,Internet , 11-50 Employees , Startup , 6 years old , Delhi,True,False,False,False,False
4194,MetroRide,Internet , 11-50 Employees , Startup , 4 years old , Bangalore,True,False,False,False,False
4195,NirogGyan,Internet , 11-50 Employees , Startup , 4 years old , Gurgaon,True,False,False,False,False
4196,OneStack,Internet , 1-10 Employees , Startup , 4 years old , Mumbai,True,False,False,False,False
4197,Fingpay,Internet , 51-200 Employees , Startup , 7 years old , Mumbai,True,False,False,False,False
4198,Verve Business Solutions,Financial Services , 51-200 Employees , Startup , 4 years old,,True,False,False,False,False
4199,G.O.A.T Brand Labs,Internet , 11-50 Employees , Startup , 2 years old , Bangalore,True,False,False,False,False
4200,Rural Basket,Internet , 11-50 Employees , Startup , 6 years old , Tirunelveli,True,False,False,False,False
4201,Xane AI,Internet , 11-50 Employees , Startup , 6 years old , Gurgaon,True,False,False,False,False
4202,Sutradhar,Internet , 1-10 Employees , Startup , 4 years old , Gurgaon,True,False,False,False,False
4203,Charge+Zone,Internet , 51-200 Employees , Startup , 5 years old , Vadodara,True,False,False,False,False
4204,eBik,Internet , 11-50 Employees , Startup , 6 years old , Delhi,True,False,False,False,False
4205,Transo,Internet , 11-50 Employees , Startup , 6 years old , Bangalore,True,False,False,False,False
4206,StowNest,Internet , 11-50 Employees , Startup , 5 years old , Bangalore,True,False,False,False,False
4207,Rephrase.ai,Internet , 11-50 Employees , Startup , 5 years old , Bangalore,True,False,False,False,False
4208,Recko,Internet , 51-200 Employees , Startup , 5 years old , Dover,True,False,False,False,False
4209,SuperBeings,Internet , Startup , 4 years old , Bangalore,,True,False,False,False,False
4210,eGlu,Internet , Startup , 10 years old , Bangalore,,True,False,False,False,False
4211,Articbot,Internet , Startup , 6 years old , Kannur,,True,False,False,False,False
4212,Frugivore India,Internet , Startup , 8 years old , Delhi,,True,False,False,False,False
4213,Ubiqare Health,Internet , 11-50 Employees , Startup , 6 years old , Bangalore,True,False,False,False,False
4214,Strobes,Emerging Technologies , 11-50 Employees , Startup , 4 years old , Plano,True,False,False,False,False
4215,ALICE,Internet , Startup , 6 years old , Delhi,,True,False,False,False,False
4216,AcadPal,Internet , Startup , 4 years old , Mumbai,,True,False,False,False,False
4217,KulDew Technologies,Internet , Startup , 7 years old , Mumbai,,True,False,False,False,False
4218,SRN Infotech,IT Services & Consulting , 1-10 Employees , Startup , 4 years old , Indore,True,False,False,False,False
4219,Open Weaver,Software Product , 51-200 Employees , Startup , 3 years old , New York,True,False,False,False,False
4220,Adkarlo Media,Internet , 11-50 Employees (Global) , Startup , 8 years old , Mumbai,True,False,False,False,False
4221,Mobvista,Internet , Startup , 10 years old , Guangzhou,,True,False,False,False,False
4222,DiagnoRite Innovative Healthcare,Startup , Pune,,,,True,False,False,False,False
4223,Studyapt,Startup , Jaipur,,,,True,False,False,False,False
4224,Manch,Startup,,,,,True,False,False,False,False
4225,Hello Health,Startup,,,,,True,False,False,False,False
4226,AyurUniverse,Internet , Startup , 9 years old , Bangalore,,True,False,False,False,False
4227,SabRentKaro.com,Internet , Startup , 8 years old , Hyderabad,,True,False,False,False,False
4228,Henry & Smith,Internet , 11-50 Employees , Startup , 10 years old , Delhi,True,False,False,False,False
4229,FitMeIn,Internet , Startup , 8 years old , Delhi,,True,False,False,False,False
4230,Glynk India,Startup , Bangalore Rural,,,,True,False,False,False,False
4231,SkyBless,Startup,,,,,True,False,False,False,False
4232,Illumnus,EdTech , 11-50 Employees , Startup , 5 years old , Pune,True,False,False,False,False
4233,Cube Wealth,Internet , 11-50 Employees , Startup , 7 years old , Mumbai,True,False,False,False,False
4234,Fourseven,Internet , Startup , 11 years old , Gurgaon,,True,False,False,False,False
4235,PolySkin Life Sciences,Startup , Alappuzha,,,,True,False,False,False,False
4236,Atara Biotherapeutics,Internet , Startup , 11 years old , San Francisco,,True,False,False,False,False
4237,Capsule,Internet , Startup , 7 years old , New York City,,True,False,False,False,False
4238,Digilooks Healthcare,Internet , Startup , 5 years old , Delhi,,True,False,False,False,False
4239,HappiDoc,Internet , Startup , 9 years old , Bangalore,,True,False,False,False,False
4240,Mind & Brain Clinic,Startup , Bengaluru/Bangalore,,,,True,False,False,False,False
4241,Multiplymyleads.com,IT Services & Consulting , Startup , 8 years old , Gurgaon,,True,False,False,False,False
4242,Luxe Living,Startup , Mumbai,,,,True,False,False,False,False
4243,BK Engneering,Internet , 501-1k Employees (Global) , Startup , 11 years old , New Delhi,True,False,False,False,False
4244,Multilink Online Services,Startup,,,,,True,False,False,False,False
4245,Imara,Internet , 1-10 Employees (Global) , Startup , 7 years old , Cambridge,True,False,False,False,False
4246,Studio Coppre,Internet , Startup , 9 years old , Pune,,True,False,False,False,False
4247,mChemist,Internet , Startup , 9 years old , Delhi,,True,False,False,False,False
4248,eShiksa,Internet , 51-200 Employees (Global) , Startup , 10 years old , Jaipur,True,False,False,False,False
4249,Aspiration,Financial Services , 11-50 Employees , Startup , 10 years old , Marina Del Rey,True,False,False,False,False
4250,Payzello,Internet , Startup , 6 years old , Hyderabad,,True,False,False,False,False
4251,Delight Foods,Internet , Startup , 8 years old , Bangalore,,True,False,False,False,False
4252,Padhaaro,Internet , 1-10 Employees (Global) , Startup , 11 years old , Bangalore,True,False,False,False,False
4253,Velmenni,Internet , 11-50 Employees (Global) , Startup , 10 years old , Delhi,True,False,False,False,False
4254,Houssup,Internet , Startup , 8 years old , Jaipur,,True,False,False,False,False
4255,Cruise Coders,Analytics & KPO , 51-200 Employees (Global) , Startup , 10 years old , San Francisco,True,False,False,False,False
4256,Sensight Technologies,Internet , 11-50 Employees (Global) , Startup , 9 years old , Bangalore,True,False,False,False,False
4257,Parentlane,Internet , Startup , 7 years old , Bangalore,,True,False,False,False,False
4258,Gowra Hallmark,Startup,,,,,True,False,False,False,False
4259,GIFTO RETAIL TECHNOLOGIES,Retail , Startup , 5 years old , Bangalore,,True,False,False,False,False
4260,Stumagz,Internet , Startup , 8 years old , Hyderabad,,True,False,False,False,False
4261,DESERVE,Internet , 11-50 Employees (Global) , Startup , 11 years old , Murray,True,False,False,False,False
4262,Juno Clinic Khar,Healthcare , 1-10 Employees (Global) , Startup , 7 years old , Mumbai,True,False,False,False,False
4263,Quickmetrix,Internet , Startup , 8 years old , Mumbai,,True,False,False,False,False
4264,Zonnett,Internet , 11-50 Employees (Global) , Startup , 8 years old , Mumbai,True,False,False,False,False
4265,YoGems,Internet , Startup , 7 years old , Noida,,True,False,False,False,False
4266,Rupaiya Exchange,Internet , 11-50 Employees (Global) , Startup , 8 years old , Delhi,True,False,False,False,False
4267,Parablu,Internet , 11-50 Employees (Global) , Startup , 11 years old , Santa Clara,True,False,False,False,False
4268,Wifichai,Startup , Jaipur,,,,True,False,False,False,False
4269,Princeton,Startup , Kolkata,,,,True,False,False,False,False
4270,Carpiko,Internet , Startup , 8 years old , Noida,,True,False,False,False,False
4271,ICOMAT,Startup , chennai,,,,True,False,False,False,False
4272,Appedo,Internet , Startup , 9 years old , Chennai,,True,False,False,False,False
4273,Srishti ESDM,Education & Training , 11-50 Employees (Global) , Startup , Bengaluru,,True,False,False,False,False
4274,Quanical,Internet , Startup , 7 years old , Mumbai,,True,False,False,False,False
4275,Scanta,11-50 Employees (Global) , Startup , Lewes,,,True,False,False,False,False
4276,Medimojo Healthcare,Internet , Startup , 9 years old , Delhi,,True,False,False,False,False
4277,Aqua App,Internet , Startup , 7 years old , Hyderabad,,True,False,False,False,False
4278,Dealsshutter,Internet , 11-50 Employees , Startup , 6 years old , Amritsar,True,False,False,False,False
4279,Vacation Labs,Travel & Tourism , 11-50 Employees (Global) , Startup , 11 years old , Panaji,True,False,False,False,False
4280,FirstU,Internet , Startup , 7 years old , Bangalore,,True,False,False,False,False
4281,Skillz,Internet , Startup , 11 years old , San Francisco,,True,False,False,False,False
4282,Ozone Motors,Internet , Startup , 7 years old , Chennai,,True,False,False,False,False
4283,Morph.ai,Software Product , 11-50 Employees , Startup , 7 years old , Gurgaon,True,False,False,False,False
4284,Shopwati,Internet , Startup , 8 years old , Gurgaon,,True,False,False,False,False
4285,Deck App Technologies,Internet , Startup , 11 years old , Bangalore,,True,False,False,False,False
4286,i-Lend,Internet , Startup , 11 years old , Hyderabad,,True,False,False,False,False
4287,FABX INDIA,Internet , Startup , 8 years old , Mumbai,,True,False,False,False,False
4288,Learn India School,Education & Training , Startup , Patna,,,True,False,False,False,False
4289,Liv.ai,Internet , Startup , 9 years old , Bangalore,,True,False,False,False,False
4290,Carbaazi,Internet , Startup , 8 years old , Pune,,True,False,False,False,False
4291,Maal Gaadi,Internet , Startup , 8 years old , Indore,,True,False,False,False,False
4292,Sminq India Solutions,Internet , 11-50 Employees (Global) , Startup , 8 years old , Pune,True,False,False,False,False
4293,Infurnia,Internet , Startup , 9 years old , Bangalore,,True,False,False,False,False
4294,Easy2Hire Inc.,Internet , 1-10 Employees (Global) , Startup , 5 years old , Bangalore,True,False,False,False,False
4295,Aarya Technovation,Internet , 11-50 Employees (Global) , Startup , 8 years old , Hyderabad/Secunderabad,True,False,False,False,False
4296,Daksha Imaging Technologies,Internet , Startup , 8 years old , Chennai,,True,False,False,False,False
4297,DoneThing,Internet , Startup , 8 years old , Gurgaon,,True,False,False,False,False
4298,CareerVita,Internet , Startup , 11 years old , Bangalore,,True,False,False,False,False
4299,MassBlurb,Marketing & Advertising , Startup , 9 years old , Mumbai,,True,False,False,False,False
4300,Appedo,Internet , Startup , 9 years old , Chennai,,True,False,False,False,False
4301,Carpiko,Internet , Startup , 8 years old , Noida,,True,False,False,False,False
4302,Wifichai,Startup , Jaipur,,,,True,False,False,False,False
4303,Vacation Labs,Travel & Tourism , 11-50 Employees (Global) , Startup , 11 years old , Panaji,True,False,False,False,False
4304,Shopwati,Internet , Startup , 8 years old , Gurgaon,,True,False,False,False,False
4305,Deck App Technologies,Internet , Startup , 11 years old , Bangalore,,True,False,False,False,False
4306,i-Lend,Internet , Startup , 11 years old , Hyderabad,,True,False,False,False,False
4307,Scout,Internet , Startup , 10 years old , Chicago,,True,False,False,False,False
4308,IPHawk,Internet , Startup , 6 years old , Thane,,True,False,False,False,False
4309,GrownOut,Internet , 11-50 Employees (Global) , Startup , 10 years old , Delhi,True,False,False,False,False
4310,Mind & Brain Clinic,Startup , Bengaluru/Bangalore,,,,True,False,False,False,False
4311,Farmlink,Internet , 11-50 Employees (Global) , Startup , 9 years old , Kansas City,True,False,False,False,False
4312,Imara,Internet , 1-10 Employees (Global) , Startup , 7 years old , Cambridge,True,False,False,False,False
4313,BuildTraders,Internet , Startup , 7 years old , Bangalore,,True,False,False,False,False
4314,FlippAR,Internet , Startup , 9 years old , Bangalore,,True,False,False,False,False
4315,Uber Diagnostics,Internet , Startup , 9 years old , Bangalore,,True,False,False,False,False
4316,Multiplymyleads.com,IT Services & Consulting , Startup , 8 years old , Gurgaon,,True,False,False,False,False
4317,Quickmetrix,Internet , Startup , 8 years old , Mumbai,,True,False,False,False,False
4318,Teknospire,Startup , bangalore,,,,True,False,False,False,False
4319,YoGems,Internet , Startup , 7 years old , Noida,,True,False,False,False,False
4320,LOTrucks,Internet , 11-50 Employees , Startup , 8 years old , Bangalore,True,False,False,False,False
4321,Drive Visual Data Analytics,Financial Services , 11-50 Employees (Global) , Startup , 9 years old , Chennai,True,False,False,False,False
4322,Shopsity Tech,Internet , Startup , 8 years old , Gurgaon,,True,False,False,False,False
4323,HealthMir,Internet , Startup , 8 years old , Delhi,,True,False,False,False,False
4324,Samosa Labs,IT Services & Consulting , 11-50 Employees (Global) , Startup , 8 years old , Hyderabad,True,False,False,False,False
4325,IndiaMLS,Internet , Startup , 10 years old , Mumbai,,True,False,False,False,False
4326,TempoGo,Internet , 11-50 Employees (Global) , Startup , 8 years old , Panaji,True,False,False,False,False
4327,Bricks To Bliss Homes,Internet , Startup , 11 years old , Bengaluru,,True,False,False,False,False
4328,Pumpkart,Internet , Startup , 9 years old , Chandigarh,,True,False,False,False,False
4329,Plabro,Internet , Startup , 8 years old , Gurgaon,,True,False,False,False,False
4330,AHA TAXIS,Financial Services , 11-50 Employees , Startup , 8 years old , Kanpur,True,False,False,False,False
4331,Room On Call,Financial Services , Startup , 8 years old , Gurgaon,,True,False,False,False,False
4332,Interaction One,Internet , 51-200 Employees (Global) , Startup , 10 years old , Bangalore/Bengaluru,True,False,False,False,False
4333,Docket Tech,Financial Services , Startup , 10 years old , Bangalore,,True,False,False,False,False
4334,CherryTin,Internet , Startup , 11 years old , Chennai,,True,False,False,False,False
4335,QPlay Tech,Financial Services , Startup , Koch,,,True,False,False,False,False
4336,iOrderFresh,Internet , Startup , 9 years old , Gurgaon,,True,False,False,False,False
4337,InstaFinancials,Internet , 1-10 Employees , Startup , 7 years old , Bangalore,True,False,False,False,False
4338,Mech Mocha,Financial Services , 51-200 Employees (Global) , Startup , 10 years old , Bangalore,True,False,False,False,False
4339,Briston Technomach,Financial Services , Startup , 9 years old , Delhi,,True,False,False,False,False
4340,AddoDoc Technologies,Financial Services , 1-10 Employees , Startup , 10 years old , Bangalore,True,False,False,False,False
4341,Athletto,Internet , Startup , 8 years old , Bangalore,,True,False,False,False,False
4342,Demoport,Internet , Startup , 9 years old , Chennai,,True,False,False,False,False
4343,Surukam Analytics,Analytics & KPO , Startup , 9 years old , Chennai,,True,False,False,False,False
4344,Stylofie,Internet , Startup , 8 years old , Gurgaon,,True,False,False,False,False
4345,LoanMeet,Financial Services , 1-10 Employees (Global) , Startup , 8 years old , Bangalore,True,False,False,False,False
4346,Bike Ninja,Internet , Startup , 8 years old , Bangalore,,True,False,False,False,False
4347,Weblistr,Internet , 1-10 Employees (Global) , Startup , 8 years old , Kolkata,True,False,False,False,False
4348,Vensat Tech Services,Startup , Chennai,,,,True,False,False,False,False
4349,Unisound,Internet , Startup , 11 years old , Beijing,,True,False,False,False,False
4350,Innov8,Internet , 11-50 Employees (Global) , Startup , 8 years old , Delhi,True,False,False,False,False
4351,Farmlink,Internet , 11-50 Employees (Global) , Startup , 9 years old , Kansas City,True,False,False,False,False
4352,BuildTraders,Internet , Startup , 7 years old , Bangalore,,True,False,False,False,False
4353,FlippAR,Internet , Startup , 9 years old , Bangalore,,True,False,False,False,False
4354,Uber Diagnostics,Internet , Startup , 9 years old , Bangalore,,True,False,False,False,False
4355,Wishfie,Internet , Startup , 6 years old , Bangalore,,True,False,False,False,False
4356,Zenparent,Internet , Startup , 9 years old , Bangalore,,True,False,False,False,False
4357,IPHawk,Internet , Startup , 6 years old , Thane,,True,False,False,False,False
4358,GrownOut,Internet , 11-50 Employees (Global) , Startup , 10 years old , Delhi,True,False,False,False,False
4359,Appvirality,Internet , Startup , 9 years old , Hyderabad,,True,False,False,False,False
4360,Kaminds Nutrichem,Pharma , 1-10 Employees , Startup , 2 years old , Jaipur,True,False,False,False,False
4361,Imaginovation Fintech Solutions Group,IT Services & Consulting , 11-50 Employees , Startup , 5 years old , Nassua,True,False,False,False,False
4362,EduKare,EdTech , 1-10 Employees , Startup , 7 years old , Bagnan,True,False,False,False,False
4363,Sane India,Marketing & Advertising , 11-50 Employees , Startup , 5 years old , Noida,True,False,False,False,False
4364,Ramble Car Rental,Travel & Tourism , 1-10 Employees , Startup , 2 years old,,True,False,False,False,False
4365,Mspire Ventures,IT Services & Consulting , 11-50 Employees , Public , 1 years old , Ahmedabad,True,False,False,False,False
4366,Nanoweb Technologies,IT Services & Consulting , 11-50 Employees , Startup , 5 years old , New Delhi,True,False,False,False,False
4367,Flexnest,Fitness & Wellness , 51-200 Employees , Startup , 3 years old,,True,False,False,False,False
4368,Ieyal Solutions,IT Services & Consulting , 11-50 Employees , Startup , 3 years old , Thiruvarur,True,False,False,False,False
4369,Strive Training Institute,EdTech , 1-10 Employees , Startup , 3 years old , Pune,True,False,False,False,False
4370,Shree RSH Group,Startup,,,,,True,False,False,False,False
4371,Sumiran Spiritual Services,Internet , 11-50 Employees (Global) , Startup , 11 years old , Bangalore/Bengaluru,True,False,False,False,False
4372,ThoughtRipples,Startup , Thiruvananthapuram,,,,True,False,False,False,False
4373,Sihasn,Startup , Mumbai,,,,True,False,False,False,False
4374,DAZN Software,1k-5k Employees (Global) , Startup , 8 years old , London,,True,False,False,False,False
4375,Vinayaka Labs & Diagnostics,Healthcare , 1-10 Employees , Startup , 2 years old , Cheyyar,True,False,False,False,False
4376,Shopolo Digital,Media & Entertainment , 1-10 Employees , Startup , 5 years old , Guwahati,True,False,False,False,False
4377,Flohaan,Retail , 1-10 Employees , Startup , 1 years old , Bengaluru/Bangalore,True,False,False,False,False
4378,YTPS HR Services Private Limited,Recruitment , 1-10 Employees , Startup , 1 years old , Pune,True,False,False,False,False
4379,K Media House,Marketing & Advertising , 11-50 Employees , Startup , 5 years old , Kolkata,True,False,False,False,False
4380,Apps For Startup,Software Product , 1-10 Employees , Startup , 3 years old,,True,False,False,False,False
4381,Karavali Express,Media & Entertainment , 11-50 Employees , Startup , 5 years old , Kumta,True,False,False,False,False
4382,Intigniz Solutions,Management Consulting , 11-50 Employees , Startup , 2 years old , Hyderabad/Secunderabad,True,False,False,False,False
4383,Kritika Software,IT Services & Consulting , 1-10 Employees , Startup , Nashik,,True,False,False,False,False
4384,Wynx Media,Marketing & Advertising , 1-10 Employees , Startup,,,True,False,False,False,False
4385,Techno Experts,IT Services & Consulting , 1-10 Employees , Startup , Pune,,True,False,False,False,False
4386,STEMM One Cloudworks,Software Product , 1-10 Employees , Startup , 1 years old , Pune,True,False,False,False,False
4387,GetPage India,Software Product , 1-10 Employees , Startup , Siwana,,True,False,False,False,False
4388,Dev Satva,Internet , 1-10 Employees , Startup , 1 years old , Ahmedabad,True,False,False,False,False
4389,Acaders,Education & Training , 11-50 Employees , Startup , Bengaluru/Bangalore,,True,False,False,False,False
4390,SIC Services,Recruitment , 11-50 Employees , Startup , 1 years old , Lucknow,True,False,False,False,False
4391,Abstrabit Technologies,IT Services & Consulting , 11-50 Employees , Startup , 2 years old , Bengaluru/Bangalore,True,False,False,False,False
4392,Wellfounded,Software Product , 1-10 Employees , Startup , Indore,,True,False,False,False,False
4393,MyFirstDiscount,Internet , 1-10 Employees , Startup , 4 years old , C-2,True,False,False,False,False
4394,Jeevika Foundation,Non-Profit , 1-10 Employees , Startup , 1 years old , Khordha,True,False,False,False,False
4395,Qbit Supply Chain,Software Product , 11-50 Employees , Startup , Mumbai,,True,False,False,False,False
4396,Abhedit,IT Services & Consulting , 1-10 Employees , Startup , 1 years old,,True,False,False,False,False
4397,DigiSkolae,Education & Training , 1-10 Employees , Startup , Lucknow,,True,False,False,False,False
4398,AKL SUPPORTER,IT Services & Consulting , 1-10 Employees , Startup , 4 years old , Allahabad/Prayagraj,True,False,False,False,False
4399,Rodez Web Technologies,IT Services & Consulting , 51-200 Employees , Startup , 6 years old , Dubai,True,False,False,False,False
4400,iKnowlation Research Labs,Startup , Pune,,,,True,False,False,False,False
4401,Hellobike,Internet , Startup , 7 years old , Shanghai,,True,False,False,False,False
4402,The Moustache Laundry,Internet , Startup , 8 years old , Pune,,True,False,False,False,False
4403,MyFirstDiscount,Internet , 1-10 Employees , Startup , 4 years old , C-2,True,False,False,False,False
4404,Jeevika Foundation,Non-Profit , 1-10 Employees , Startup , 1 years old , Khordha,True,False,False,False,False
4405,Wellfounded,Software Product , 1-10 Employees , Startup , Indore,,True,False,False,False,False
4406,SIC Services,Recruitment , 11-50 Employees , Startup , 1 years old , Lucknow,True,False,False,False,False
4407,Abstrabit Technologies,IT Services & Consulting , 11-50 Employees , Startup , 2 years old , Bengaluru/Bangalore,True,False,False,False,False
4408,Ieyal Solutions,IT Services & Consulting , 11-50 Employees , Startup , 3 years old , Thiruvarur,True,False,False,False,False
4409,Dadreeios,Fashion & Textile , 1-10 Employees , Startup , 1 years old , Ulhasnagar,True,False,False,False,False
4410,DAZN Software,1k-5k Employees (Global) , Startup , 8 years old , London,,True,False,False,False,False
4411,Vinayaka Labs & Diagnostics,Healthcare , 1-10 Employees , Startup , 2 years old , Cheyyar,True,False,False,False,False
4412,Applyers,Internet , 1-10 Employees , Startup , 1 years old , Indore,True,False,False,False,False
4413,Apps For Startup,Software Product , 1-10 Employees , Startup , 3 years old,,True,False,False,False,False
4414,K Media House,Marketing & Advertising , 11-50 Employees , Startup , 5 years old , Kolkata,True,False,False,False,False
4415,Vk Lyrics,Media & Entertainment , 11-50 Employees , Startup , New Delhi,,True,False,False,False,False
4416,Dev Satva,Internet , 1-10 Employees , Startup , 1 years old , Ahmedabad,True,False,False,False,False
4417,Glorious HR Services,Recruitment , 11-50 Employees , Startup , 1 years old , Ajmer,True,False,False,False,False
4418,STEMM One Cloudworks,Software Product , 1-10 Employees , Startup , 1 years old , Pune,True,False,False,False,False
4419,AKL SUPPORTER,IT Services & Consulting , 1-10 Employees , Startup , 4 years old , Allahabad/Prayagraj,True,False,False,False,False
4420,SocioSquares,Internet , Startup , 10 years old , Mumbai,,True,False,False,False,False
4421,Collegeday,Startup , Hyderabad/Secunderabad,,,,True,False,False,False,False
4422,Amplify,Internet , Startup , 11 years old , Brooklyn,,True,False,False,False,False
4423,Empathy Design Labs,Startup , Bengaluru/Bangalore,,,,True,False,False,False,False
4424,Kyntox Biotech India,Startup , Bengaluru/Bangalore,,,,True,False,False,False,False
4425,Thunderpod,Internet , 11-50 Employees (Global) , Startup , 5 years old , Mumbai,True,False,False,False,False
4426,Paper.vc,Internet , Startup , 7 years old , Chennai,,True,False,False,False,False
4427,Castiko,Internet , Startup , 7 years old , Mumbai,,True,False,False,False,False
4428,Greencart,Internet , Startup , 10 years old , Mumbai,,True,False,False,False,False
4429,Shapecrunch,Internet , Startup , 8 years old , Delhi,,True,False,False,False,False
4430,Kaalpanik,IT Services & Consulting , 11-50 Employees (Global) , Startup , 7 years old , Bangalore,True,False,False,False,False
4431,Smartech,Internet , 501-1k Employees , Startup , 8 years old , Mumbai,True,False,False,False,False
4432,Comicflix,Internet , Startup , 9 years old , Bangalore,,True,False,False,False,False
4433,Kashware Technologies,Internet , Startup , 4 years old , Gurgaon,,True,False,False,False,False
4434,Steradian Semi,Internet , 11-50 Employees , Startup , 7 years old , Bangalore,True,False,False,False,False
4435,Unleashed Premium,Fashion & Textile , 1-10 Employees , Startup , 3 years old , Faridabad,True,False,False,False,False
4436,Nayi Disha Studios,Education & Training , Startup , 11 years old , Bangalore,,True,False,False,False,False
4437,SmartCloud Technologies,Internet , Startup , 11 years old , Bangalore,,True,False,False,False,False
4438,PayMango,Internet , Startup , 9 years old , Gurgaon,,True,False,False,False,False
4439,PING Digital Broadcast Network,Financial Services , 11-50 Employees , Startup , 11 years old , Mumbai,True,False,False,False,False
4440,Xperts Infosoft,Internet , 11-50 Employees (Global) , Startup , 10 years old , Delhi,True,False,False,False,False
4441,Etechdiary,Internet , 1-10 Employees (Global) , Startup , 10 years old , Jodhpur,True,False,False,False,False
4442,Success Sutra Technologies,Internet , 11-50 Employees (Global) , Startup , 11 years old , hyderābād,True,False,False,False,False
4443,WoNoBo.com,Internet , Startup , 11 years old , Mumbai,,True,False,False,False,False
4444,Webearnia,Internet , 1k-5k Employees (Global) , Startup , 9 years old , Delhi,True,False,False,False,False
4445,Adeaction,Internet , 11-50 Employees (Global) , Startup , 9 years old , calcutta,True,False,False,False,False
4446,Routofy,Internet , 11-50 Employees (Global) , Startup , 9 years old , Delhi,True,False,False,False,False
4447,CodeSystematics,Internet , 11-50 Employees (Global) , Startup , 11 years old , RÄnÄghÄt,True,False,False,False,False
4448,TripMD,Internet , 11-50 Employees (Global) , Startup , 9 years old , Delhi,True,False,False,False,False
4449,WhistleTalk,Internet , 11-50 Employees (Global) , Startup , 11 years old , Bangalore,True,False,False,False,False
4450,Tradol.in,Internet , 11-50 Employees (Global) , Startup , 9 years old , Nagpur,True,False,False,False,False
4451,RushThat,Internet , 11-50 Employees (Global) , Startup , 9 years old , Allahabad,True,False,False,False,False
4452,Maddycoupons,Internet , 11-50 Employees (Global) , Startup , 9 years old , Hyderabad,True,False,False,False,False
