,company_name,company_type,employess,startup_type,years,location,salary_benefit,company_culture,skill_development,work_life_balance,job_security
1408,Etrio,Internet , 11-50 Employees , Startup , 6 years old , Hyderabad +1 more,True,False,False,False,False
1409,E-ChargeUp,Internet , 11-50 Employees , Startup , 4 years old , Delhi,True,False,False,False,False
1410,Incuspaze Solutions,Real Estate , 51-200 Employees , Startup , 7 years old , Gurgaon +4 more,True,False,False,False,False
1411,Finlabs India,Internet , 51-200 Employees , Startup , 7 years old , Mumbai,True,False,False,False,False
1412,Guarented,Internet , 51-200 Employees , Startup , 8 years old , Bangalore +1 more,True,False,False,False,False
1413,Upwards Fintech,Internet , 11-50 Employees , Startup , 7 years old , Mumbai +2 more,True,False,False,False,False
1414,Charcoal Eats,Internet , 51-200 Employees , Startup , 8 years old , Mumbai +2 more,True,False,False,False,False
1415,PipeCandy,Software Product , 11-50 Employees , Startup , 7 years old , Walnut,True,False,False,False,False
1416,PlayShifu,Gaming , 51-200 Employees , Startup , 7 years old , Bangalore +1 more,True,False,False,False,False
1417,CureSkin,Internet , 11-50 Employees (Global) , Startup , 7 years old , Bangalore +1 more,True,False,False,False,False
1418,XploraBox,EdTech , 51-200 Employees , Startup , 8 years old , Noida +1 more,True,False,False,False,False
1419,Frshly,Internet , 11-50 Employees (Global) , Startup , 10 years old , Chennai +3 more,True,False,False,False,False
1420,Curodoc,Internet , 501-1k Employees , Startup , 5 years old , Delhi +1 more,True,False,False,False,False
1421,LogisticsNow,Software Product , 11-50 Employees , Startup , 7 years old , Mumbai +1 more,True,False,False,False,False
1422,White Rivers Media,Internet , 51-200 Employees , Startup , 11 years old , Mumbai,True,False,False,False,False
1423,LivQuik Technology,Financial Services , 51-200 Employees , Startup , 11 years old , Mumbai +2 more,True,False,False,False,False
1424,Lyxel Labs,Internet , 11-50 Employees , Startup , 10 years old , Gurgaon +1 more,True,False,False,False,False
1425,Modular InfoTech,51-200 Employees , Startup , Pune +1 more,,,True,False,False,False,False
1426,Shoptimize,Internet , 51-200 Employees , Startup , 11 years old , Pune,True,False,False,False,False
1427,Inlogistics,51-200 Employees (Global) , Startup , Gurgaon +3 more,,,True,False,False,False,False
1428,Zostel,Hospitality , 1-10 Employees , Startup , 10 years old , Gurgaon +7 more,True,False,False,False,False
1429,Riverbank Developers,51-200 Employees , Startup , Kolkata,,,True,False,False,False,False
1430,Gramin Healthcare,Healthcare , 11-50 Employees , Startup , 7 years old , Gurgaon +2 more,True,False,False,False,False
1431,Coldwell Banker,Real Estate , Startup , Mumbai +3 more,,,True,False,False,False,False
1432,Charmboard,Internet , 51-200 Employees , Startup , 9 years old , Bangalore +1 more,True,False,False,False,False
1433,InQube Innoventures,Internet , 11-50 Employees , Startup , 5 years old , Kolkata,True,False,False,False,False
1434,Omnicuris Healthcare,Healthcare , 51-200 Employees , Startup , 7 years old , Bangalore/Bengaluru +1 more,True,False,False,False,False
1435,Stayabode Ventures,Internet , 51-200 Employees , Startup , 7 years old , Bangalore,True,False,False,False,False
1436,Guarented,Internet , 51-200 Employees , Startup , 8 years old , Bangalore +1 more,True,False,False,False,False
1437,EpiFi,FinTech , 51-200 Employees , Startup , 4 years old , Bangalore,True,False,False,False,False
1438,Fortmindz,IT Services & Consulting , 11-50 Employees , Startup , 1 years old , Kolkata,True,False,False,False,False
1439,Indus Net TechShu Digital,51-200 Employees , Startup , Kolkata +1 more,,,True,False,False,False,False
1440,Indus Net TechShu Digital,51-200 Employees , Startup , Kolkata +1 more,,,True,False,False,False,False
1441,Welcome Cure,Healthcare , 11-50 Employees (Global) , Startup , 9 years old , Mumbai +1 more,True,False,False,False,False
1442,Zendrive,Internet , 51-200 Employees (Global) , Startup , 10 years old , San Francisco +1 more,True,False,False,False,False
1443,Mitosis Technologies,IT Services & Consulting , 51-200 Employees , Startup , 10 years old , Chennai +1 more,True,False,False,False,False
1444,Aarav Unmanned Systems,Aviation , 11-50 Employees , Startup , 10 years old , Bangalore +1 more,True,False,False,False,False
1445,Myforexeye,Financial Services , 51-200 Employees , Startup , 9 years old , Delhi +3 more,True,False,False,False,False
1446,ENRICH Career Counseling & Development,Internet , Startup , 10 years old , Mumbai +3 more,,True,False,False,False,False
1447,91Streets Media Technologies,Internet , 11-50 Employees (Global) , Startup , 9 years old , Mumbai +1 more,True,False,False,False,False
1448,Inspira,IT Services & Consulting , 51-200 Employees (Global) , Startup , 5 years old , San Jose +3 more,True,False,False,False,False
1449,Altiux Innovations,Financial Services , 51-200 Employees , Startup , 10 years old , Bangalore +2 more,True,False,False,False,False
1450,Moonfrog Labs,Gaming , 51-200 Employees , Startup , 10 years old , Bangalore,True,False,False,False,False
1451,TradingBells,Investment Banking / Venture Capital / Private Equity , 51-200 Employees (Global) , Startup , 7 years old , Indore +1 more,True,False,False,False,False
1452,JUSPAY,Internet , 201-500 Employees , Startup , 11 years old , Bangalore +1 more,True,False,False,False,False
1453,Shippr Technologies,Internet , 11-50 Employees (Global) , Startup , 9 years old , Bangalore +2 more,True,False,False,False,False
1454,healthyBillions,Internet , 11-50 Employees (Global) , Startup , 9 years old , Kolkata +1 more,True,False,False,False,False
1455,Hotelbids Hospitality,Internet , Startup , 8 years old , Gurgaon,,True,False,False,False,False
1456,LoanAdda,Internet , Startup , 8 years old , Noida,,True,False,False,False,False
1457,Ifuture Robotics,Internet , 1-10 Employees , Startup , 7 years old , Bangalore +1 more,True,False,False,False,False
1458,iBus Networks,Internet , 51-200 Employees , Startup , 9 years old , Bangalore +3 more,True,False,False,False,False
1459,Agrigenome Labs,Internet , Startup , 8 years old , Kochi,,True,False,False,False,False
1460,PLAYERZPOT MEDIA,Internet , 11-50 Employees , Startup , 9 years old , Mumbai +1 more,True,False,False,False,False
1461,Fleek IT Solutions,Internet , 11-50 Employees , Startup , 2 years old , Bangalore,True,False,False,False,False
1462,FloCareer,Internet , 11-50 Employees , Startup , 8 years old , Bangalore +2 more,True,False,False,False,False
1463,Open Secret,Internet , 11-50 Employees (Global) , Startup , 4 years old , Mumbai,True,False,False,False,False
1464,Rare Planet Handicrafts Private Limited,Retail , 51-200 Employees , Startup , 6 years old , New Delhi +2 more,True,False,False,False,False
1465,Wiingy,Internet , 51-200 Employees , Startup , 2 years old , Bangalore,True,False,False,False,False
1466,Yugabyte,Software Product , 51-200 Employees , Startup , 7 years old , San Francisco,True,False,False,False,False
1467,Zeliot Connected Services,Software Product , 11-50 Employees , Startup , 5 years old , Bangalore +1 more,True,False,False,False,False
1468,GoKhana,Internet , Startup , 6 years old , Bangalore +3 more,,True,False,False,False,False
1469,LineupX,Internet , Startup , 5 years old , Mumbai,,True,False,False,False,False
1470,SuperShare,Internet , 11-50 Employees , Startup , 2 years old , Bangalore +1 more,True,False,False,False,False
1471,Shyft,Internet , Startup , 8 years old , Seattle +1 more,,True,False,False,False,False
1472,NumeroEins Software,IT Services & Consulting , 11-50 Employees , Startup , 6 years old , Pune +1 more,True,False,False,False,False
1473,Krishify,Internet , 11-50 Employees , Startup , 4 years old , Gurgaon,True,False,False,False,False
1474,ClaimBuddy,Internet , 11-50 Employees , Startup , 3 years old , Gurgaon +2 more,True,False,False,False,False
1475,Global Bees,Internet , 201-500 Employees , Indian Unicorn , 2 years old , Delhi +3 more,True,False,False,False,False
1476,OneCode,FinTech , 51-200 Employees , Startup , 5 years old , Noida +3 more,True,False,False,False,False
1477,Devant IT Solutions Private Limited,Software Product , 11-50 Employees , Startup , 5 years old , Kolkata,True,False,False,False,False
1478,Wobot Intelligence,IT Services & Consulting , 51-200 Employees , Startup , 6 years old , Delhi +1 more,True,False,False,False,False
1479,iValuePlus Services,IT Services & Consulting , 11-50 Employees , Startup , 4 years old , Gurgaon/Gurugram,True,False,False,False,False
1480,Fictivebox Media,IT Services & Consulting , 51-200 Employees , Startup , 2 years old , Noida,True,False,False,False,False
1481,AppyHigh,Internet , 51-200 Employees , Startup , 9 years old , Gurgaon/Gurugram +2 more,True,False,False,False,False
1482,AdvaRisk,Internet , Startup , 7 years old , Mumbai +3 more,,True,False,False,False,False
1483,Rakeitin Salesforce,IT Services & Consulting , 51-200 Employees , Startup , 1 years old , Patna,True,False,False,False,False
1484,Zeliot Connected Services,Software Product , 11-50 Employees , Startup , 5 years old , Bangalore +1 more,True,False,False,False,False
1485,Yugabyte,Software Product , 51-200 Employees , Startup , 7 years old , San Francisco,True,False,False,False,False
1486,Wiingy,Internet , 51-200 Employees , Startup , 2 years old , Bangalore,True,False,False,False,False
1487,GoKhana,Internet , Startup , 6 years old , Bangalore +3 more,,True,False,False,False,False
1488,Shopalyst Technologies,Internet , 11-50 Employees (Global) , Startup , 9 years old , Fremont +1 more,True,False,False,False,False
1489,Wobot Intelligence,IT Services & Consulting , 51-200 Employees , Startup , 6 years old , Delhi +1 more,True,False,False,False,False
1490,Banyan Nation,Internet , 11-50 Employees , Startup , 10 years old , Hyderabad +1 more,True,False,False,False,False
1491,iValuePlus Services,IT Services & Consulting , 11-50 Employees , Startup , 4 years old , Gurgaon/Gurugram,True,False,False,False,False
1492,Consure Medical,Internet , 11-50 Employees , Startup , 11 years old , Delhi,True,False,False,False,False
1493,MaxWholesale,Internet , 11-50 Employees , Startup , 7 years old , Delhi +2 more,True,False,False,False,False
1494,Rare Planet Handicrafts Private Limited,Retail , 51-200 Employees , Startup , 6 years old , New Delhi +2 more,True,False,False,False,False
1495,Krishify,Internet , 11-50 Employees , Startup , 4 years old , Gurgaon,True,False,False,False,False
1496,ClaimBuddy,Internet , 11-50 Employees , Startup , 3 years old , Gurgaon +2 more,True,False,False,False,False
1497,SuperShare,Internet , 11-50 Employees , Startup , 2 years old , Bangalore +1 more,True,False,False,False,False
1498,Shyft,Internet , Startup , 8 years old , Seattle +1 more,,True,False,False,False,False
1499,Indilens Web Solutions,IT Services & Consulting , 11-50 Employees , Startup , 19 years old , Barpeta +2 more,True,False,False,False,False
1500,Rusk Media,Internet , Startup , 4 years old , Delhi +1 more,,True,False,False,False,False
1501,Kuvera,Internet , 11-50 Employees , Startup , 7 years old , Bangalore +2 more,True,False,False,False,False
1502,Quizizz,Internet , 11-50 Employees , Startup , 8 years old , Bangalore +1 more,True,False,False,False,False
1503,Global Bees,Internet , 201-500 Employees , Indian Unicorn , 2 years old , Delhi +3 more,True,False,False,False,False
1504,OneCode,FinTech , 51-200 Employees , Startup , 5 years old , Noida +3 more,True,False,False,False,False
1505,Aimerse Technologies India Private Limited,IT Services & Consulting , 11-50 Employees , Startup , 4 years old , Bhopal,True,False,False,False,False
1506,infoline LLC,Internet , Startup , 11 years old , Ahmedabad +1 more,,True,False,False,False,False
1507,Shippr Technologies,Internet , 11-50 Employees (Global) , Startup , 9 years old , Bangalore +2 more,True,False,False,False,False
1508,LoanAdda,Internet , Startup , 8 years old , Noida,,True,False,False,False,False
1509,TAO The Automation Office,IT Services & Consulting , 501-1k Employees , Startup , 7 years old , Bangalore +1 more,True,False,False,False,False
1510,Talentrack,Internet , Startup , 8 years old , Delhi +2 more,,True,False,False,False,False
1511,PLAYERZPOT MEDIA,Internet , 11-50 Employees , Startup , 9 years old , Mumbai +1 more,True,False,False,False,False
1512,Sattviko,Internet , 51-200 Employees (Global) , Startup , 9 years old , Delhi,True,False,False,False,False
1513,Indya Estates,Startup , Bengaluru/Bangalore,,,,True,False,False,False,False
1514,Inficold,Internet , 11-50 Employees , Startup , 8 years old , Kanpur +3 more,True,False,False,False,False
1515,BuyUcoin,Internet , 11-50 Employees , Startup , 7 years old , Delhi/NCR +1 more,True,False,False,False,False
1516,SAGOON,Internet , 11-50 Employees , Startup , 8 years old , Noida +1 more,True,False,False,False,False
1517,Ifuture Robotics,Internet , 1-10 Employees , Startup , 7 years old , Bangalore +1 more,True,False,False,False,False
1518,Ziffytech Digital Healthcare,Healthcare , 201-500 Employees (Global) , Startup , 5 years old , Pune +1 more,True,False,False,False,False
1519,Zendrive,Internet , 51-200 Employees (Global) , Startup , 10 years old , San Francisco +1 more,True,False,False,False,False
1520,ENRICH Career Counseling & Development,Internet , Startup , 10 years old , Mumbai +3 more,,True,False,False,False,False
1521,91Streets Media Technologies,Internet , 11-50 Employees (Global) , Startup , 9 years old , Mumbai +1 more,True,False,False,False,False
1522,iBus Networks,Internet , 51-200 Employees , Startup , 9 years old , Bangalore +3 more,True,False,False,False,False
1523,Hotelbids Hospitality,Internet , Startup , 8 years old , Gurgaon,,True,False,False,False,False
1524,GET SIMPL TECHNOLOGIES,FinTech , 51-200 Employees (Global) , Startup , 8 years old , Bengaluru +1 more,True,False,False,False,False
1525,Fluentoo,EdTech , 11-50 Employees , Startup , 1 years old , Hyderabad/Secunderabad +2 more,True,False,False,False,False
1526,Workhall,Software Product , 51-200 Employees , Startup , 2 years old , Chennai,True,False,False,False,False
1527,Bert Labs,Industrial Automation , 11-50 Employees , Startup , 6 years old , Bangalore,True,False,False,False,False
1528,Acceldata,Internet , 51-200 Employees , Startup , 6 years old , Bangalore,True,False,False,False,False
1529,Reach,Internet , Startup , 9 years old , Delhi +5 more,,True,False,False,False,False
1530,RezNext Global Solutions,Internet , 51-200 Employees , Startup , 11 years old , Bangalore,True,False,False,False,False
1531,Skyfi Education Labs,Education & Training , 51-200 Employees (Global) , Startup , 11 years old , Bangalore +1 more,True,False,False,False,False
1532,Your Kids 'R' Our Kids,Education & Training , Startup , Bengaluru,,,True,False,False,False,False
1533,CollPoll,Internet , 11-50 Employees , Startup , 10 years old , Bangalore,True,False,False,False,False
1534,Nukkad Shops India,Software Product , Startup , 7 years old , Hyderabad +2 more,,True,False,False,False,False
1535,Mind Your Fleet,Internet , Startup , 9 years old , Noida +1 more,,True,False,False,False,False
1536,Univlabs,11-50 Employees , Startup , Gurgaon/Gurugram,,,True,False,False,False,False
1537,Pnx Logistics,201-500 Employees , Startup , Mumbai +5 more,,,True,False,False,False,False
1538,Tripoto,Travel & Tourism , 11-50 Employees , Startup , 10 years old , Delhi,True,False,False,False,False
1539,International Education Gateway,EdTech , 51-200 Employees , Startup , 8 years old , Hyderabad/Secunderabad,True,False,False,False,False
1540,Autoninja,Internet , 11-50 Employees , Startup , 10 years old , Bangalore +4 more,True,False,False,False,False
1541,BHIVE Workspace,Real Estate , 11-50 Employees (Global) , Startup , 9 years old , Bangalore +1 more,True,False,False,False,False
1542,TULIP,Internet , 11-50 Employees , Startup , 9 years old , Somerville +4 more,True,False,False,False,False
1543,Pioneer Gas Power,11-50 Employees , Startup , Hyderabad/Secunderabad +1 more,,,True,False,False,False,False
1544,SAHA Groupe,51-200 Employees (Global) , Startup , Noida +2 more,,,True,False,False,False,False
1545,udChalo,Internet , 51-200 Employees , Startup , 11 years old , Pune +1 more,True,False,False,False,False
1546,POKKT,Internet , 51-200 Employees (Global) , Startup , 11 years old , Mumbai +2 more,True,False,False,False,False
1547,IdeaRX Services,Internet , 51-200 Employees , Startup , 7 years old , Chennai,True,False,False,False,False
1548,MOBIGOSSIP INFOTECH,Telecom , 1-10 Employees , Startup , 11 years old , London,True,False,False,False,False
1549,Credit Fair,Financial Services , 11-50 Employees , Startup , 5 years old , Mumbai +4 more,True,False,False,False,False
1550,Your Space,Internet , 51-200 Employees , Startup , 7 years old , Delhi +3 more,True,False,False,False,False
1551,Deliveroo,Internet , Startup , 10 years old , London +4 more,,True,False,False,False,False
1552,AppZen,Software Product , 51-200 Employees , Startup , 11 years old , San Jose,True,False,False,False,False
1553,Bharati Robotic Systems (India),Internet , 11-50 Employees , Startup , 10 years old , Pune,True,False,False,False,False
1554,Mother Sparsh,Internet , 11-50 Employees , Startup , 8 years old , Ambala +2 more,True,False,False,False,False
1555,Fair Finance,Financial Services , 11-50 Employees , Startup , 65 years old , Kolkata,True,False,False,False,False
1556,Remedo,Internet , 51-200 Employees , Startup , 7 years old , Noida +1 more,True,False,False,False,False
1557,Skyroot Aerospace,Defence & Aerospace , 51-200 Employees , Startup , 5 years old , Hyderabad +1 more,True,False,False,False,False
1558,Invisalign India,Healthcare , 51-200 Employees , Startup , 8 years old , San Jose +4 more,True,False,False,False,False
1559,FITPASS,Fitness & Wellness , 51-200 Employees , Startup , 8 years old , Delhi,True,False,False,False,False
1560,WMD Services India PVT LTD,Software Product , 11-50 Employees , Startup , 5 years old , Gurgaon/Gurugram,True,False,False,False,False
1561,Blu Smart,Internet , 51-200 Employees , Startup , 5 years old , Ahmedabad +1 more,True,False,False,False,False
1562,New Emerging World Of Journalism,11-50 Employees , Startup , Mumbai,,,True,False,False,False,False
1563,ET Money,FinTech , 51-200 Employees , Startup , 8 years old , Gurgaon,True,False,False,False,False
1564,Atlan,Internet , 51-200 Employees , Startup , 5 years old , Chennai,True,False,False,False,False
1565,Vidyaa Tech,EdTech , 51-200 Employees , Startup , Indore +1 more,,True,False,False,False,False
1566,CarX,Internet , 51-200 Employees , Startup , 7 years old , Bangalore +1 more,True,False,False,False,False
1567,Flynote,Internet , Startup , 7 years old , Bangalore +1 more,,True,False,False,False,False
1568,WanderOn,Travel & Tourism , 51-200 Employees , Startup , 7 years old , Gurgaon/Gurugram,True,False,False,False,False
1569,HireTale,Recruitment , 11-50 Employees , Startup , Jaipur +1 more,,True,False,False,False,False
1570,Sarva Yoga,Internet , Startup , 10 years old , Mumbai +3 more,,True,False,False,False,False
1571,Nurtr.com,EdTech , Startup , 8 years old , Gurgaon +1 more,,True,False,False,False,False
1572,Kofluence,Internet , Startup , 5 years old , Bangalore +1 more,,True,False,False,False,False
1573,Synergy Resource Solutions,Recruitment , 1-10 Employees , Startup , 8 years old , Central Islip,True,False,False,False,False
1574,Javis Technologies,Internet , Startup , 5 years old , Mumbai +1 more,,True,False,False,False,False
1575,Clever Harvey,Internet , Startup , 3 years old , Mumbai,,True,False,False,False,False
1576,Deeptek,Internet , 11-50 Employees , Startup , 6 years old , Pune,True,False,False,False,False
1577,ORAI Robotics,Internet , 51-200 Employees , Startup , 4 years old , Bangalore +1 more,True,False,False,False,False
1578,Powerhouse91,Internet , Startup , 2 years old , Gurgaon +1 more,,True,False,False,False,False
1579,Cyber Heals,IT Services & Consulting , 11-50 Employees , Startup , 2 years old , London +1 more,True,False,False,False,False
1580,CureLink,Healthcare , 51-200 Employees , Startup , 2 years old , Gurgaon,True,False,False,False,False
1581,Javis Technologies,Internet , Startup , 5 years old , Mumbai +1 more,,True,False,False,False,False
1582,ORAI Robotics,Internet , 51-200 Employees , Startup , 4 years old , Bangalore +1 more,True,False,False,False,False
1583,Clever Harvey,Internet , Startup , 3 years old , Mumbai,,True,False,False,False,False
1584,Flintoclass,Internet , Startup , 6 years old , Chennai,,True,False,False,False,False
1585,Little Leap,Internet , Startup , 4 years old , Gurgaon,,True,False,False,False,False
1586,BarRaiser,Internet , Startup , 3 years old , Bangalore,,True,False,False,False,False
1587,WanderOn,Travel & Tourism , 51-200 Employees , Startup , 7 years old , Gurgaon/Gurugram,True,False,False,False,False
1588,POKKT,Internet , 51-200 Employees (Global) , Startup , 11 years old , Mumbai +2 more,True,False,False,False,False
1589,IdeaRX Services,Internet , 51-200 Employees , Startup , 7 years old , Chennai,True,False,False,False,False
1590,MOBIGOSSIP INFOTECH,Telecom , 1-10 Employees , Startup , 11 years old , London,True,False,False,False,False
1591,Remedo,Internet , 51-200 Employees , Startup , 7 years old , Noida +1 more,True,False,False,False,False
1592,Fair Finance,Financial Services , 11-50 Employees , Startup , 65 years old , Kolkata,True,False,False,False,False
1593,Credit Fair,Financial Services , 11-50 Employees , Startup , 5 years old , Mumbai +4 more,True,False,False,False,False
1594,Your Space,Internet , 51-200 Employees , Startup , 7 years old , Delhi +3 more,True,False,False,False,False
1595,Mother Sparsh,Internet , 11-50 Employees , Startup , 8 years old , Ambala +2 more,True,False,False,False,False
1596,Skyroot Aerospace,Defence & Aerospace , 51-200 Employees , Startup , 5 years old , Hyderabad +1 more,True,False,False,False,False
1597,HireTale,Recruitment , 11-50 Employees , Startup , Jaipur +1 more,,True,False,False,False,False
1598,Smv Green Solutions,Startup , Varanasi +2 more,,,,True,False,False,False,False
1599,Bharati Robotic Systems (India),Internet , 11-50 Employees , Startup , 10 years old , Pune,True,False,False,False,False
1600,Euphoric Thought Technologies,IT Services & Consulting , 51-200 Employees , Startup , 5 years old , Bengaluru/Bangalore +1 more,True,False,False,False,False
1601,StackBOX,Internet , 11-50 Employees , Startup , 8 years old , Hyderabad +3 more,True,False,False,False,False
1602,Legistify Services,Internet , 11-50 Employees , Startup , 8 years old , Noida +1 more,True,False,False,False,False
1603,Vista's Learning,EdTech , 51-200 Employees , Startup , 7 years old , Bengaluru/Bangalore,True,False,False,False,False
1604,Plobal Apps,IT Services & Consulting , Startup , 8 years old , Pune,,True,False,False,False,False
1605,Sheroes,Internet , 11-50 Employees , Startup , 10 years old , Delhi +1 more,True,False,False,False,False
1606,Snackible,Internet , 5k-10k Employees , Startup , 8 years old , Mumbai,True,False,False,False,False
1607,Paris Bakery,Internet , 501-1k Employees , Startup , 10 years old , Bhubaneswar +1 more,True,False,False,False,False
1608,Payso Fintech,FinTech , Startup , bombay +2 more,,,True,False,False,False,False
1609,Neuron,Internet , 11-50 Employees (Global) , Startup , 9 years old , Nagpur +4 more,True,False,False,False,False
1610,Global Garner Sales Services,Internet , 51-200 Employees , Startup , 7 years old , Ahmedabad +1 more,True,False,False,False,False
1611,PropShop24.com,Retail , 11-50 Employees , Startup , 11 years old , Mumbai,True,False,False,False,False
1612,Leveetech eCommerce Services,IT Services & Consulting , 11-50 Employees , Startup , 6 years old , Chennai,True,False,False,False,False
1613,Storespace Storage Solution,Internet , 11-50 Employees (Global) , Startup , 8 years old , Bangalore +2 more,True,False,False,False,False
1614,Cumulations Technologies,Financial Services , 11-50 Employees , Startup , Bengaluru +1 more,,True,False,False,False,False
1615,Playment,Software Product , 11-50 Employees , Startup , 8 years old , Bangalore,True,False,False,False,False
1616,Pentation Analytics,Financial Services , 51-200 Employees , Startup , 8 years old , Mumbai +1 more,True,False,False,False,False
1617,BookMyHouse,Internet , 51-200 Employees (Global) , Startup , 11 years old , Gurgaon/Gurugram +1 more,True,False,False,False,False
1618,Cityflo,Financial Services , 51-200 Employees , Startup , 8 years old , Mumbai +1 more,True,False,False,False,False
1619,Mygubbi,Financial Services , 51-200 Employees , Startup , 8 years old , Bangalore +1 more,True,False,False,False,False
1620,Storespace Storage Solution,Internet , 11-50 Employees (Global) , Startup , 8 years old , Bangalore +2 more,True,False,False,False,False
1621,Global Garner Sales Services,Internet , 51-200 Employees , Startup , 7 years old , Ahmedabad +1 more,True,False,False,False,False
1622,Leveetech eCommerce Services,IT Services & Consulting , 11-50 Employees , Startup , 6 years old , Chennai,True,False,False,False,False
1623,TECHNOMECH,Industrial Machinery , 11-50 Employees , Startup , Bahadurgarh +5 more,,True,False,False,False,False
1624,Starfin,11-50 Employees , Startup , New Delhi +4 more,,,True,False,False,False,False
1625,Loyalie IT Solutions,Internet , 11-50 Employees (Global) , Startup , 8 years old , Kolkata +4 more,True,False,False,False,False
1626,EZmove,Internet , 11-50 Employees (Global) , Startup , 10 years old , Pune +1 more,True,False,False,False,False
1627,PURE,Internet , 201-500 Employees , Startup , 8 years old , Hyderabad +3 more,True,False,False,False,False
1628,Navia Life Care,Internet , 11-50 Employees , Startup , 8 years old , Delhi,True,False,False,False,False
1629,Dial Health,Internet , Startup , 11 years old , Mumbai +5 more,,True,False,False,False,False
1630,Payso Fintech,FinTech , Startup , bombay +2 more,,,True,False,False,False,False
1631,iobot Technologies,Internet , 11-50 Employees , Startup , 7 years old , Pune,True,False,False,False,False
1632,Neudot Lifestyle Private Limited,Furniture & Furnishing , 51-200 Employees , Startup , 1 years old , Bengaluru/Bangalore +1 more,True,False,False,False,False
1633,Cyber Heals,IT Services & Consulting , 11-50 Employees , Startup , 2 years old , London +1 more,True,False,False,False,False
1634,Elchemy,Chemicals , 11-50 Employees , Startup , 2 years old , Mumbai +1 more,True,False,False,False,False
1635,Kindly Health,Healthcare , 11-50 Employees , Startup , 3 years old , Bengaluru/Bangalore +1 more,True,False,False,False,False
1636,Sudo24,Education & Training , 11-50 Employees , Startup , Bareilly +1 more,,True,False,False,False,False
1637,AppZen,Software Product , 51-200 Employees , Startup , 11 years old , San Jose,True,False,False,False,False
1638,RupeeRedee,Financial Services , Startup , 5 years old , Gurgaon +2 more,,True,False,False,False,False
1639,Sarva Yoga,Internet , Startup , 10 years old , Mumbai +3 more,,True,False,False,False,False
1640,GetWork,Internet , 11-50 Employees , Startup , 6 years old , Gurgaon,True,False,False,False,False
1641,Bluevine Technologies,Internet , Startup , 10 years old , Redwood City +2 more,,True,False,False,False,False
1642,Cloudphysician Healthcare,Internet , 11-50 Employees , Startup , 6 years old , Bangalore,True,False,False,False,False
1643,iServe Financial,Financial Services , 51-200 Employees , Startup , 9 years old , Mumbai +1 more,True,False,False,False,False
1644,TheIncircle,Internet , 11-50 Employees , Startup , 7 years old , New Delhi +1 more,True,False,False,False,False
1645,Kings Learning,EdTech , 11-50 Employees , Startup , 9 years old , Bangalore +2 more,True,False,False,False,False
1646,NewsBytes,Media & Entertainment , 11-50 Employees , Startup , 8 years old , Gurgaon,True,False,False,False,False
1647,Playablo,Internet , Startup , 8 years old , Bangalore,,True,False,False,False,False
1648,OnlineTyari,EdTech , 11-50 Employees (Global) , Startup , 9 years old , Bangalore,True,False,False,False,False
1649,Zoomo,Internet , 11-50 Employees (Global) , Startup , 9 years old , Sydney +2 more,True,False,False,False,False
1650,Roadrunnr,Internet , Startup , 8 years old , Bangalore +2 more,,True,False,False,False,False
1651,Printvenue,Printing & Publishing , 11-50 Employees , Startup , 11 years old , Gurgaon +1 more,True,False,False,False,False
1652,TinyOwl,Internet , 501-1k Employees (Global) , Startup , 9 years old , Mumbai,True,False,False,False,False
1653,Indepay Networks,Financial Services , Startup , Gurgaon,,,True,False,False,False,False
1654,Lifeasy,Internet , 11-50 Employees (Global) , Startup , 7 years old , Delhi,True,False,False,False,False
1655,FireCompass,Internet , Startup , 7 years old , Newark +1 more,,True,False,False,False,False
1656,Intelehealth,Healthcare , 51-200 Employees , Startup , 7 years old , Baltimore +2 more,True,False,False,False,False
1657,YoloBus,Internet , 11-50 Employees , Startup , 4 years old , Gurgaon,True,False,False,False,False
1658,S.Q.U.A.T.S.,Fitness & Wellness , 51-200 Employees , Startup , 8 years old , Pune +1 more,True,False,False,False,False
1659,INTELLISOL,Startup , Bengaluru/Bangalore +1 more,,,,True,False,False,False,False
1660,Reflections Interior Products,Electronics Manufacturing , 11-50 Employees , Startup , 11 years old , Bengaluru/Bangalore +2 more,True,False,False,False,False
1661,RALETTA TECHNOLOGY,Internet , Startup , 8 years old , indore +1 more,,True,False,False,False,False
1662,Zingbus,Internet , Startup , 4 years old , Gurgaon,,True,False,False,False,False
1663,Gilco Global,Engineering & Construction , 51-200 Employees , Startup , Gurgaon/Gurugram,,True,False,False,False,False
1664,Kredily,Internet , 11-50 Employees , Startup , 6 years old , Bangalore +1 more,True,False,False,False,False
1665,GramFactory,Internet , Startup , 5 years old , Gurgaon +2 more,,True,False,False,False,False
1666,Simulanis Solutions,Internet , Startup , 10 years old , Delhi,,True,False,False,False,False
1667,Unomer,Internet , 51-200 Employees , Startup , 8 years old , Bangalore +2 more,True,False,False,False,False
1668,One Impression,Internet , 51-200 Employees , Startup , 6 years old , Gurgaon,True,False,False,False,False
1669,Avenue Growth,Retail , 11-50 Employees , Startup , 6 years old , Gurgaon +3 more,True,False,False,False,False
1670,Glasswing,Internet , Startup , 6 years old , Delhi,,True,False,False,False,False
1671,Rubix,Internet , 11-50 Employees , Startup , 6 years old , Mumbai +1 more,True,False,False,False,False
1672,Neeman Seating Solution,Fashion & Textile , 11-50 Employees , Startup , 6 years old , Hyderabad,True,False,False,False,False
